work,words
urn:cts:greekLit:tlg0057.tlg020,6056
urn:cts:greekLit:tlg0057.tlg021,20816
urn:cts:greekLit:tlg0057.tlg022,7721
urn:cts:greekLit:tlg0057.tlg023,4718
urn:cts:greekLit:tlg0057.tlg024,1767
urn:cts:greekLit:tlg0057.tlg025,820
urn:cts:greekLit:tlg0057.tlg027,8376
urn:cts:greekLit:tlg0057.tlg028,8203
urn:cts:greekLit:tlg0057.tlg029,6332
urn:cts:greekLit:tlg0057.tlg030,6264
urn:cts:greekLit:tlg0057.tlg031,4472
urn:cts:greekLit:tlg0057.tlg032,94604
urn:cts:greekLit:tlg0057.tlg033,14023
urn:cts:greekLit:tlg0057.tlg034,1710
urn:cts:greekLit:tlg0057.tlg035,606
urn:cts:greekLit:tlg0057.tlg036,66888
urn:cts:greekLit:tlg0057.tlg037,44605
urn:cts:greekLit:tlg0057.tlg038,10198
urn:cts:greekLit:tlg0057.tlg039,2213
urn:cts:greekLit:tlg0057.tlg040,502
urn:cts:greekLit:tlg0057.tlg041,6651
urn:cts:greekLit:tlg0057.tlg042,6091
urn:cts:greekLit:tlg0057.tlg043,6628
urn:cts:greekLit:tlg0057.tlg044,29450
urn:cts:greekLit:tlg0057.tlg045,20925
urn:cts:greekLit:tlg0057.tlg046,5299
urn:cts:greekLit:tlg0057.tlg047,3541
urn:cts:greekLit:tlg0057.tlg048,1580
urn:cts:greekLit:tlg0057.tlg049,5510
urn:cts:greekLit:tlg0057.tlg050,11088
urn:cts:greekLit:tlg0057.tlg051,9124
urn:cts:greekLit:tlg0057.tlg052,3254
urn:cts:greekLit:tlg0057.tlg053,5808
urn:cts:greekLit:tlg0057.tlg054,4224
urn:cts:greekLit:tlg0057.tlg055,3160
urn:cts:greekLit:tlg0057.tlg056,31877
urn:cts:greekLit:tlg0057.tlg057,11755
urn:cts:greekLit:tlg0057.tlg058,5983
urn:cts:greekLit:tlg0057.tlg059,42557
urn:cts:greekLit:tlg0057.tlg060,31237
urn:cts:greekLit:tlg0057.tlg061,32121
urn:cts:greekLit:tlg0057.tlg062,36354
urn:cts:greekLit:tlg0057.tlg063,15627
urn:cts:greekLit:tlg0057.tlg064,33894
urn:cts:greekLit:tlg0057.tlg065,27285
urn:cts:greekLit:tlg0057.tlg066,157677
urn:cts:greekLit:tlg0057.tlg067,22914
urn:cts:greekLit:tlg0057.tlg068,5977
urn:cts:greekLit:tlg0057.tlg069,9052
urn:cts:greekLit:tlg0057.tlg070,10067
urn:cts:greekLit:tlg0057.tlg071,703
urn:cts:greekLit:tlg0057.tlg072,2975
urn:cts:greekLit:tlg0057.tlg073,1985
urn:cts:greekLit:tlg0057.tlg074,3221
urn:cts:greekLit:tlg0057.tlg075,66975
urn:cts:greekLit:tlg0057.tlg076,143801
urn:cts:greekLit:tlg0057.tlg077,104024
urn:cts:greekLit:tlg0057.tlg078,27064
urn:cts:greekLit:tlg0057.tlg079,13028
urn:cts:greekLit:tlg0057.tlg081,8484
urn:cts:greekLit:tlg0057.tlg082,2528
urn:cts:greekLit:tlg0057.tlg083,11033
urn:cts:greekLit:tlg0057.tlg084,1370
urn:cts:greekLit:tlg0057.tlg085,24312
urn:cts:greekLit:tlg0057.tlg086,6595
urn:cts:greekLit:tlg0057.tlg087,66768
urn:cts:greekLit:tlg0057.tlg089,155962
urn:cts:greekLit:tlg0057.tlg092,95648
urn:cts:greekLit:tlg0057.tlg093,7444
urn:cts:greekLit:tlg0057.tlg094,7612
urn:cts:greekLit:tlg0057.tlg095,51359
urn:cts:greekLit:tlg0057.tlg096,9775
urn:cts:greekLit:tlg0057.tlg099,42724
urn:cts:greekLit:tlg0057.tlg100,41490
urn:cts:greekLit:tlg0057.tlg101,40987
urn:cts:greekLit:tlg0057.tlg102,14742
urn:cts:greekLit:tlg0057.tlg103,4013
urn:cts:greekLit:tlg0057.tlg107,1006
urn:cts:greekLit:tlg0057.tlg114,674
urn:cts:greekLit:tlg0058.tlg001,13998
urn:cts:greekLit:tlg0059.tlg001,5394
urn:cts:greekLit:tlg0059.tlg002,8659
urn:cts:greekLit:tlg0059.tlg003,4261
urn:cts:greekLit:tlg0059.tlg004,22484
urn:cts:greekLit:tlg0059.tlg005,18977
urn:cts:greekLit:tlg0059.tlg006,23526
urn:cts:greekLit:tlg0059.tlg007,17203
urn:cts:greekLit:tlg0059.tlg008,18311
urn:cts:greekLit:tlg0059.tlg009,14172
urn:cts:greekLit:tlg0059.tlg010,18837
urn:cts:greekLit:tlg0059.tlg011,17307
urn:cts:greekLit:tlg0059.tlg012,16970
urn:cts:greekLit:tlg0059.tlg013,11171
urn:cts:greekLit:tlg0059.tlg014,4373
urn:cts:greekLit:tlg0059.tlg015,2395
urn:cts:greekLit:tlg0059.tlg016,2387
urn:cts:greekLit:tlg0059.tlg017,3583
urn:cts:greekLit:tlg0059.tlg018,8304
urn:cts:greekLit:tlg0059.tlg019,7930
urn:cts:greekLit:tlg0059.tlg020,6655
urn:cts:greekLit:tlg0059.tlg021,12189
urn:cts:greekLit:tlg0059.tlg022,17229
urn:cts:greekLit:tlg0059.tlg023,27303
urn:cts:greekLit:tlg0059.tlg024,10241
urn:cts:greekLit:tlg0059.tlg025,8763
urn:cts:greekLit:tlg0059.tlg026,4395
urn:cts:greekLit:tlg0059.tlg027,4015
urn:cts:greekLit:tlg0059.tlg028,4846
urn:cts:greekLit:tlg0059.tlg029,1552
urn:cts:greekLit:tlg0059.tlg030,88233
urn:cts:greekLit:tlg0059.tlg031,23747
urn:cts:greekLit:tlg0059.tlg032,4958
urn:cts:greekLit:tlg0059.tlg033,3019
urn:cts:greekLit:tlg0059.tlg034,104671
urn:cts:greekLit:tlg0059.tlg035,6328
urn:cts:greekLit:tlg0059.tlg036,16865
urn:cts:greekLit:tlg0059.tlg037,1727
urn:cts:greekLit:tlg0060.tlg001,182959
urn:cts:greekLit:tlg0061.tlg001,9674
urn:cts:greekLit:tlg0061.tlg002,7606
urn:cts:greekLit:tlg0061.tlg003,5131
urn:cts:greekLit:tlg0061.tlg004,914
urn:cts:greekLit:tlg0061.tlg005,1177
urn:cts:greekLit:tlg0061.tlg006,2394
urn:cts:greekLit:tlg0061.tlg007,3260
urn:cts:greekLit:tlg0061.tlg008,3441
urn:cts:greekLit:tlg0062.tlg001,2892
urn:cts:greekLit:tlg0062.tlg002,969
urn:cts:greekLit:tlg0062.tlg003,1031
urn:cts:greekLit:tlg0062.tlg004,762
urn:cts:greekLit:tlg0062.tlg005,607
urn:cts:greekLit:tlg0062.tlg006,1185
urn:cts:greekLit:tlg0062.tlg007,4045
urn:cts:greekLit:tlg0062.tlg008,3114
urn:cts:greekLit:tlg0062.tlg009,3141
urn:cts:greekLit:tlg0062.tlg010,958
urn:cts:greekLit:tlg0062.tlg011,2120
urn:cts:greekLit:tlg0062.tlg012,11230
urn:cts:greekLit:tlg0062.tlg013,3177
urn:cts:greekLit:tlg0062.tlg014,1151
urn:cts:greekLit:tlg0062.tlg015,4738
urn:cts:greekLit:tlg0062.tlg016,4035
urn:cts:greekLit:tlg0062.tlg017,2330
urn:cts:greekLit:tlg0062.tlg018,6703
urn:cts:greekLit:tlg0062.tlg019,5714
urn:cts:greekLit:tlg0062.tlg020,2384
urn:cts:greekLit:tlg0062.tlg021,5262
urn:cts:greekLit:tlg0062.tlg022,6021
urn:cts:greekLit:tlg0062.tlg023,4233
urn:cts:greekLit:tlg0062.tlg024,3407
urn:cts:greekLit:tlg0062.tlg025,6428
urn:cts:greekLit:tlg0062.tlg026,5760
urn:cts:greekLit:tlg0062.tlg027,1796
urn:cts:greekLit:tlg0062.tlg028,3817
urn:cts:greekLit:tlg0062.tlg029,1806
urn:cts:greekLit:tlg0062.tlg030,6548
urn:cts:greekLit:tlg0062.tlg031,6306
urn:cts:greekLit:tlg0062.tlg032,2059
urn:cts:greekLit:tlg0062.tlg033,7115
urn:cts:greekLit:tlg0062.tlg034,6435
urn:cts:greekLit:tlg0062.tlg035,3335
urn:cts:greekLit:tlg0062.tlg036,1778
urn:cts:greekLit:tlg0062.tlg037,3545
urn:cts:greekLit:tlg0062.tlg038,6972
urn:cts:greekLit:tlg0062.tlg039,3261
urn:cts:greekLit:tlg0062.tlg040,3529
urn:cts:greekLit:tlg0062.tlg041,6246
urn:cts:greekLit:tlg0062.tlg042,4232
urn:cts:greekLit:tlg0062.tlg043,3208
urn:cts:greekLit:tlg0062.tlg044,9760
urn:cts:greekLit:tlg0062.tlg045,6994
urn:cts:greekLit:tlg0062.tlg046,2873
urn:cts:greekLit:tlg0062.tlg047,1341
urn:cts:greekLit:tlg0062.tlg048,1962
urn:cts:greekLit:tlg0062.tlg049,3924
urn:cts:greekLit:tlg0062.tlg050,1855
urn:cts:greekLit:tlg0062.tlg051,2892
urn:cts:greekLit:tlg0062.tlg052,4816
urn:cts:greekLit:tlg0062.tlg053,7491
urn:cts:greekLit:tlg0062.tlg054,923
urn:cts:greekLit:tlg0062.tlg055,5181
urn:cts:greekLit:tlg0062.tlg056,918
urn:cts:greekLit:tlg0062.tlg057,1500
urn:cts:greekLit:tlg0062.tlg058,1588
urn:cts:greekLit:tlg0062.tlg059,2055
urn:cts:greekLit:tlg0062.tlg060,978
urn:cts:greekLit:tlg0062.tlg061,920
urn:cts:greekLit:tlg0062.tlg062,1829
urn:cts:greekLit:tlg0062.tlg063,14010
urn:cts:greekLit:tlg0062.tlg064,1009
urn:cts:greekLit:tlg0062.tlg065,5350
urn:cts:greekLit:tlg0062.tlg066,11064
urn:cts:greekLit:tlg0062.tlg067,3922
urn:cts:greekLit:tlg0062.tlg068,7503
urn:cts:greekLit:tlg0062.tlg069,7822
urn:cts:greekLit:tlg0062.tlg070,1830
urn:cts:greekLit:tlg0062.tlg071,1761
urn:cts:greekLit:tlg0064.tlg001,644
urn:cts:greekLit:tlg0065.tlg001,176
urn:cts:greekLit:tlg0066.tlg001,2734
urn:cts:greekLit:tlg0067.tlg001,19843
urn:cts:greekLit:tlg0068.tlg001,5593
urn:cts:greekLit:tlg0069.tlg001,908
urn:cts:greekLit:tlg0070.tlg001,1185
urn:cts:greekLit:tlg0071.tlg001,6292
urn:cts:greekLit:tlg0074.tlg001,78508
urn:cts:greekLit:tlg0074.tlg002,13788
urn:cts:greekLit:tlg0074.tlg003,5985
urn:cts:greekLit:tlg0074.tlg004,4354
urn:cts:greekLit:tlg0074.tlg005,9006
urn:cts:greekLit:tlg0074.tlg006,1265
urn:cts:greekLit:tlg0074.tlg008,196
urn:cts:greekLit:tlg0075.tlg001,5608
urn:cts:greekLit:tlg0077.tlg001,6065
urn:cts:greekLit:tlg0081.tlg001,284581
urn:cts:greekLit:tlg0081.tlg002,878
urn:cts:greekLit:tlg0081.tlg003,7766
urn:cts:greekLit:tlg0081.tlg004,6404
urn:cts:greekLit:tlg0081.tlg005,5340
urn:cts:greekLit:tlg0081.tlg006,22093
urn:cts:greekLit:tlg0081.tlg007,226
urn:cts:greekLit:tlg0081.tlg008,3417
urn:cts:greekLit:tlg0081.tlg009,4208
urn:cts:greekLit:tlg0081.tlg010,16869
urn:cts:greekLit:tlg0081.tlg011,2612
urn:cts:greekLit:tlg0081.tlg012,20892
urn:cts:greekLit:tlg0081.tlg013,9661
urn:cts:greekLit:tlg0081.tlg014,2081
urn:cts:greekLit:tlg0081.tlg015,4327
urn:cts:greekLit:tlg0081.tlg016,23023
urn:cts:greekLit:tlg0082.tlg001,27551
urn:cts:greekLit:tlg0082.tlg002,26054
urn:cts:greekLit:tlg0082.tlg003,12912
urn:cts:greekLit:tlg0082.tlg004,60884
urn:cts:greekLit:tlg0083.tlg003,209
urn:cts:greekLit:tlg0084.tlg001,7623
urn:cts:greekLit:tlg0085.tlg001,4977
urn:cts:greekLit:tlg0085.tlg002,5221
urn:cts:greekLit:tlg0085.tlg003,5943
urn:cts:greekLit:tlg0085.tlg004,5157
urn:cts:greekLit:tlg0085.tlg005,8254
urn:cts:greekLit:tlg0085.tlg006,5463
urn:cts:greekLit:tlg0085.tlg007,5320
urn:cts:greekLit:tlg0086.tlg001,59634
urn:cts:greekLit:tlg0086.tlg002,20905
urn:cts:greekLit:tlg0086.tlg003,16556
urn:cts:greekLit:tlg0086.tlg004,3492
urn:cts:greekLit:tlg0086.tlg005,29793
urn:cts:greekLit:tlg0086.tlg006,10316
urn:cts:greekLit:tlg0086.tlg007,5005
urn:cts:greekLit:tlg0086.tlg008,1205
urn:cts:greekLit:tlg0086.tlg009,26246
urn:cts:greekLit:tlg0086.tlg010,56547
urn:cts:greekLit:tlg0086.tlg011,795
urn:cts:greekLit:tlg0086.tlg012,50159
urn:cts:greekLit:tlg0086.tlg013,16542
urn:cts:greekLit:tlg0086.tlg014,94034
urn:cts:greekLit:tlg0086.tlg015,6390
urn:cts:greekLit:tlg0086.tlg016,2436
urn:cts:greekLit:tlg0086.tlg017,6272
urn:cts:greekLit:tlg0086.tlg018,1852
urn:cts:greekLit:tlg0086.tlg019,2959
urn:cts:greekLit:tlg0086.tlg020,1792
urn:cts:greekLit:tlg0086.tlg021,4127
urn:cts:greekLit:tlg0086.tlg022,23555
urn:cts:greekLit:tlg0086.tlg023,8319
urn:cts:greekLit:tlg0086.tlg024,2518
urn:cts:greekLit:tlg0086.tlg025,78687
urn:cts:greekLit:tlg0086.tlg026,33711
urn:cts:greekLit:tlg0086.tlg027,9181
urn:cts:greekLit:tlg0086.tlg029,6231
urn:cts:greekLit:tlg0086.tlg030,35029
urn:cts:greekLit:tlg0086.tlg031,55460
urn:cts:greekLit:tlg0086.tlg032,5757
urn:cts:greekLit:tlg0086.tlg034,10307
urn:cts:greekLit:tlg0086.tlg035,65506
urn:cts:greekLit:tlg0086.tlg036,73912
urn:cts:greekLit:tlg0086.tlg037,6086
urn:cts:greekLit:tlg0086.tlg038,43143
urn:cts:greekLit:tlg0086.tlg039,12096
urn:cts:greekLit:tlg0086.tlg040,14114
urn:cts:greekLit:tlg0086.tlg041,7859
urn:cts:greekLit:tlg0086.tlg042,2992
urn:cts:greekLit:tlg0086.tlg043,3478
urn:cts:greekLit:tlg0086.tlg044,44117
urn:cts:greekLit:tlg0086.tlg045,1497
urn:cts:greekLit:tlg0086.tlg046,432
urn:cts:greekLit:tlg0086.tlg047,4886
urn:cts:greekLit:tlg0086.tlg048,9725
urn:cts:greekLit:tlg0086.tlg052,2465
urn:cts:greekLit:tlg0086.tlg054,2383
urn:cts:greekLit:tlg0087.tlg001,141582
urn:cts:greekLit:tlg0087.tlg002,2865
urn:cts:greekLit:tlg0087.tlg004,3955
urn:cts:greekLit:tlg0087.tlg005,73
urn:cts:greekLit:tlg0087.tlg006,149
urn:cts:greekLit:tlg0087.tlg007,39057
urn:cts:greekLit:tlg0087.tlg008,9512
urn:cts:greekLit:tlg0087.tlg009,56077
urn:cts:greekLit:tlg0087.tlg009a,269
urn:cts:greekLit:tlg0087.tlg010,6037
urn:cts:greekLit:tlg0087.tlg011,53608
urn:cts:greekLit:tlg0087.tlg012,7984
urn:cts:greekLit:tlg0087.tlg013,52812
urn:cts:greekLit:tlg0087.tlg014,53
urn:cts:greekLit:tlg0087.tlg015,83
urn:cts:greekLit:tlg0087.tlg016,97
urn:cts:greekLit:tlg0087.tlg017,76
urn:cts:greekLit:tlg0087.tlg018,1499
urn:cts:greekLit:tlg0087.tlg019,148
urn:cts:greekLit:tlg0087.tlg020,102
urn:cts:greekLit:tlg0087.tlg021,14895
urn:cts:greekLit:tlg0087.tlg022,9437
urn:cts:greekLit:tlg0087.tlg023,482
urn:cts:greekLit:tlg0087.tlg024,54
urn:cts:greekLit:tlg0087.tlg025,638
urn:cts:greekLit:tlg0087.tlg026,15050
urn:cts:greekLit:tlg0087.tlg027,1849
urn:cts:greekLit:tlg0087.tlg028,237
urn:cts:greekLit:tlg0087.tlg029,59
urn:cts:greekLit:tlg0087.tlg030,509
urn:cts:greekLit:tlg0087.tlg031,44
urn:cts:greekLit:tlg0087.tlg032,44
urn:cts:greekLit:tlg0087.tlg033,10951
urn:cts:greekLit:tlg0088.tlg001,14633
urn:cts:greekLit:tlg0090.tlg001,1943
urn:cts:greekLit:tlg0092.tlg001,4428
urn:cts:greekLit:tlg0093.ogl001,5388
urn:cts:greekLit:tlg0093.ogl002,3731
urn:cts:greekLit:tlg0093.tlg001,72560
urn:cts:greekLit:tlg0093.tlg002,69687
urn:cts:greekLit:tlg0093.tlg003,9048
urn:cts:greekLit:tlg0093.tlg004,4290
urn:cts:greekLit:tlg0093.tlg005,6089
urn:cts:greekLit:tlg0093.tlg006,3372
urn:cts:greekLit:tlg0093.tlg009,6654
urn:cts:greekLit:tlg0093.tlg010x01,5578
urn:cts:greekLit:tlg0093.tlg010x02,5605
urn:cts:greekLit:tlg0093.tlg010x03,3722
urn:cts:greekLit:tlg0093.tlg010x04,1434
urn:cts:greekLit:tlg0093.tlg010x05,927
urn:cts:greekLit:tlg0093.tlg010x06,2417
urn:cts:greekLit:tlg0093.tlg010x07,295
urn:cts:greekLit:tlg0093.tlg010x08,97
urn:cts:greekLit:tlg0093.tlg010x09,15101
urn:cts:greekLit:tlg0094.tlg001,6629
urn:cts:greekLit:tlg0094.tlg002,7902
urn:cts:greekLit:tlg0094.tlg003,15976
urn:cts:greekLit:tlg0096.tlg002,43721
urn:cts:greekLit:tlg0097.tlg001,11267
urn:cts:greekLit:tlg0098.tlg001,20325
urn:cts:greekLit:tlg0099.tlg001,284840
urn:cts:greekLit:tlg0099.tlg004,37184
urn:cts:greekLit:tlg0199.tlg001,3805
urn:cts:greekLit:tlg0199.tlg002,1340
urn:cts:greekLit:tlg0233.tlg001,356
urn:cts:greekLit:tlg0284.tlg001,2019
urn:cts:greekLit:tlg0284.tlg002,2247
urn:cts:greekLit:tlg0284.tlg003,3400
urn:cts:greekLit:tlg0284.tlg004,754
urn:cts:greekLit:tlg0284.tlg005,1485
urn:cts:greekLit:tlg0284.tlg006,1204
urn:cts:greekLit:tlg0284.tlg007,1510
urn:cts:greekLit:tlg0284.tlg008,2610
urn:cts:greekLit:tlg0284.tlg009,2855
urn:cts:greekLit:tlg0284.tlg010,2080
urn:cts:greekLit:tlg0284.tlg011,1285
urn:cts:greekLit:tlg0284.tlg012,2736
urn:cts:greekLit:tlg0284.tlg013,28650
urn:cts:greekLit:tlg0284.tlg014,8378
urn:cts:greekLit:tlg0284.tlg015,1855
urn:cts:greekLit:tlg0284.tlg016,3215
urn:cts:greekLit:tlg0284.tlg017,1159
urn:cts:greekLit:tlg0284.tlg018,1261
urn:cts:greekLit:tlg0284.tlg019,1016
urn:cts:greekLit:tlg0284.tlg020,725
urn:cts:greekLit:tlg0284.tlg021,1659
urn:cts:greekLit:tlg0284.tlg022,1107
urn:cts:greekLit:tlg0284.tlg023,5169
urn:cts:greekLit:tlg0284.tlg024,5735
urn:cts:greekLit:tlg0284.tlg025,3472
urn:cts:greekLit:tlg0284.tlg026,7942
urn:cts:greekLit:tlg0284.tlg027,4436
urn:cts:greekLit:tlg0284.tlg028,130
urn:cts:greekLit:tlg0284.tlg029,3785
urn:cts:greekLit:tlg0284.tlg030,4394
urn:cts:greekLit:tlg0284.tlg031,2344
urn:cts:greekLit:tlg0284.tlg032,2004
urn:cts:greekLit:tlg0284.tlg033,5690
urn:cts:greekLit:tlg0284.tlg034,6009
urn:cts:greekLit:tlg0284.tlg035,2594
urn:cts:greekLit:tlg0284.tlg036,2440
urn:cts:greekLit:tlg0284.tlg037,3178
urn:cts:greekLit:tlg0284.tlg038,3954
urn:cts:greekLit:tlg0284.tlg039,4153
urn:cts:greekLit:tlg0284.tlg040,2106
urn:cts:greekLit:tlg0284.tlg041,1182
urn:cts:greekLit:tlg0284.tlg042,6423
urn:cts:greekLit:tlg0284.tlg043,5235
urn:cts:greekLit:tlg0284.tlg044,4322
urn:cts:greekLit:tlg0284.tlg045,30043
urn:cts:greekLit:tlg0284.tlg046,52189
urn:cts:greekLit:tlg0284.tlg047,4283
urn:cts:greekLit:tlg0284.tlg048,10754
urn:cts:greekLit:tlg0284.tlg049,11189
urn:cts:greekLit:tlg0284.tlg050,4073
urn:cts:greekLit:tlg0284.tlg051,2229
urn:cts:greekLit:tlg0284.tlg052,3439
urn:cts:greekLit:tlg0284.tlg053,8960
urn:cts:greekLit:tlg0284.tlg054,10900
urn:cts:greekLit:tlg0284.tlg055,369
urn:cts:greekLit:tlg0284.tlg056,22688
urn:cts:greekLit:tlg0317.tlg001,12548
urn:cts:greekLit:tlg0317.tlg002,2520
urn:cts:greekLit:tlg0319.tlg004,4125
urn:cts:greekLit:tlg0341.tlg002,7465
urn:cts:greekLit:tlg0357.tlg001,1310
urn:cts:greekLit:tlg0358.tlg001,23489
urn:cts:greekLit:tlg0358.tlg002,5108
urn:cts:greekLit:tlg0358.tlg004,2408
urn:cts:greekLit:tlg0358.tlg005,1218
urn:cts:greekLit:tlg0361.tlg001,3710
urn:cts:greekLit:tlg0362.tlg001,1258
urn:cts:greekLit:tlg0363.tlg001,177665
urn:cts:greekLit:tlg0363.tlg007,37785
urn:cts:greekLit:tlg0363.tlg011,1627
urn:cts:greekLit:tlg0385.tlg001,191390
urn:cts:greekLit:tlg0509.tlg001,291
urn:cts:greekLit:tlg0521.tlg008,2572
urn:cts:greekLit:tlg0525.tlg001,217406
urn:cts:greekLit:tlg0526.tlg001,311796
urn:cts:greekLit:tlg0526.tlg002,15781
urn:cts:greekLit:tlg0526.tlg003,22729
urn:cts:greekLit:tlg0526.tlg004,125226
urn:cts:greekLit:tlg0527.tlg001,32366
urn:cts:greekLit:tlg0527.tlg002,24458
urn:cts:greekLit:tlg0527.tlg003,18929
urn:cts:greekLit:tlg0527.tlg004,24742
urn:cts:greekLit:tlg0527.tlg005,22172
urn:cts:greekLit:tlg0527.tlg006,14634
urn:cts:greekLit:tlg0527.tlg008,15605
urn:cts:greekLit:tlg0527.tlg010,2037
urn:cts:greekLit:tlg0527.tlg011,19803
urn:cts:greekLit:tlg0527.tlg012,17707
urn:cts:greekLit:tlg0527.tlg013,20283
urn:cts:greekLit:tlg0527.tlg014,18372
urn:cts:greekLit:tlg0527.tlg015,15923
urn:cts:greekLit:tlg0527.tlg016,21050
urn:cts:greekLit:tlg0527.tlg017,8812
urn:cts:greekLit:tlg0527.tlg018,12676
urn:cts:greekLit:tlg0527.tlg019,5832
urn:cts:greekLit:tlg0527.tlg020,9054
urn:cts:greekLit:tlg0527.tlg021,5404
urn:cts:greekLit:tlg0527.tlg023,18302
urn:cts:greekLit:tlg0527.tlg024,11853
urn:cts:greekLit:tlg0527.tlg025,5062
urn:cts:greekLit:tlg0527.tlg026,7916
urn:cts:greekLit:tlg0527.tlg027,31244
urn:cts:greekLit:tlg0527.tlg028,3572
urn:cts:greekLit:tlg0527.tlg029,10058
urn:cts:greekLit:tlg0527.tlg031,1752
urn:cts:greekLit:tlg0527.tlg032,12282
urn:cts:greekLit:tlg0527.tlg033,6129
urn:cts:greekLit:tlg0527.tlg034,19675
urn:cts:greekLit:tlg0527.tlg035,4563
urn:cts:greekLit:tlg0527.tlg036,3919
urn:cts:greekLit:tlg0527.tlg037,3202
urn:cts:greekLit:tlg0527.tlg038,2346
urn:cts:greekLit:tlg0527.tlg039,1574
urn:cts:greekLit:tlg0527.tlg040,455
urn:cts:greekLit:tlg0527.tlg041,1066
urn:cts:greekLit:tlg0527.tlg042,933
urn:cts:greekLit:tlg0527.tlg043,1045
urn:cts:greekLit:tlg0527.tlg044,1226
urn:cts:greekLit:tlg0527.tlg045,949
urn:cts:greekLit:tlg0527.tlg046,4954
urn:cts:greekLit:tlg0527.tlg047,1411
urn:cts:greekLit:tlg0527.tlg048,27210
urn:cts:greekLit:tlg0527.tlg049,28800
